id,created_at,customer_id,product,category,priority,status,description,resolution,resolved_at
1149,2026-01-29T10:48:41,CUST-12272,WEB_PORTAL,ACCOUNT,LOW,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-01-30T05:48:41
1150,2026-01-29T12:25:13,CUST-19170,MOBILE_APP,NOTIFICATIONS,MEDIUM,IN_PROGRESS,Push notification was not received,,
1151,2026-01-29T12:44:49,CUST-10056,ACCOUNT_SERVICE,ACCOUNT,HIGH,CLOSED,User cannot update profile information,Provided profile update instructions.,2026-02-02T05:44:49
1152,2026-01-29T13:17:45,CUST-18068,WEB_PORTAL,SEARCH,HIGH,IN_PROGRESS,Search results do not match expected order,,
1153,2026-01-29T13:42:25,CUST-17547,MOBILE_APP,UI,LOW,RESOLVED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-02-02T04:42:25
1154,2026-01-29T13:50:29,CUST-16389,ACCOUNT_SERVICE,PERFORMANCE,CRITICAL,RESOLVED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-01-30T01:50:29
1155,2026-01-29T14:05:42,CUST-16979,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,IN_PROGRESS,Report export takes longer than expected,,
1156,2026-01-29T14:07:01,CUST-10991,ACCOUNT_SERVICE,PERFORMANCE,HIGH,OPEN,Report export takes longer than expected,,
1157,2026-01-29T14:54:01,CUST-15568,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-31T16:54:01
1158,2026-01-29T14:55:14,CUST-19971,WEB_PORTAL,SUBSCRIPTION,LOW,IN_PROGRESS,Customer asks how to change subscription plan,,
1159,2026-01-29T15:11:28,CUST-15166,WEB_PORTAL,SEARCH,MEDIUM,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-01-30T07:11:28
1160,2026-01-29T15:15:23,CUST-11855,MOBILE_APP,PROFILE,MEDIUM,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-02-01T09:15:23
1161,2026-01-29T15:26:31,CUST-16104,WEB_PORTAL,ACCOUNT,MEDIUM,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-02-01T22:26:31
1162,2026-01-29T15:43:52,CUST-14186,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,CLOSED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-01-30T20:43:52
1163,2026-01-29T17:36:34,CUST-10962,MOBILE_APP,NOTIFICATIONS,MEDIUM,RESOLVED,Push notification was not received,Verified notification preferences.,2026-01-30T03:36:34
1164,2026-01-29T17:49:03,CUST-18837,CHECKOUT,DELIVERY,MEDIUM,IN_PROGRESS,Order confirmation page shows delayed delivery estimate,,
1165,2026-01-29T17:53:54,CUST-11259,CHECKOUT,DELIVERY,LOW,IN_PROGRESS,Order confirmation page shows delayed delivery estimate,,
1166,2026-01-29T18:43:49,CUST-13193,ACCOUNT_SERVICE,PERFORMANCE,LOW,IN_PROGRESS,Report export takes longer than expected,,
1167,2026-01-29T18:44:16,CUST-16953,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-02T13:44:16
1168,2026-01-29T18:45:22,CUST-19508,WEB_PORTAL,PERFORMANCE,LOW,RESOLVED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-02-01T15:45:22
1169,2026-01-29T18:52:48,CUST-11987,MOBILE_APP,PROFILE,HIGH,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-02-01T03:52:48
1170,2026-01-29T19:05:09,CUST-14961,WEB_PORTAL,SEARCH,MEDIUM,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-02-02T03:05:09
1171,2026-01-29T19:14:34,CUST-13248,WEB_PORTAL,PERFORMANCE,LOW,RESOLVED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-01-30T06:14:34
1172,2026-01-29T20:52:07,CUST-14284,MOBILE_APP,UI,LOW,RESOLVED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-02-01T19:52:07
1173,2026-01-29T23:16:18,CUST-11737,WEB_PORTAL,ACCOUNT,CRITICAL,CLOSED,Customer wants to change contact email,Provided account update instructions.,2026-01-31T11:16:18
1174,2026-01-29T23:36:29,CUST-10467,WEB_PORTAL,PERFORMANCE,MEDIUM,IN_PROGRESS,Dashboard loads slowly during peak hours,,
1175,2026-01-29T23:38:31,CUST-13118,MOBILE_APP,NOTIFICATIONS,HIGH,RESOLVED,Push notification was not received,Verified notification preferences.,2026-01-31T05:38:31
1176,2026-01-29T23:52:46,CUST-11850,WEB_PORTAL,UI,MEDIUM,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-30T17:52:46
1177,2026-01-30T01:54:35,CUST-14838,WEB_PORTAL,NOTIFICATIONS,MEDIUM,IN_PROGRESS,Confirmation email arrived later than expected,,
1178,2026-01-30T01:56:32,CUST-16196,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-31T23:56:32
1179,2026-01-30T02:26:54,CUST-16696,WEB_PORTAL,PERFORMANCE,MEDIUM,IN_PROGRESS,Dashboard loads slowly during peak hours,,
1180,2026-01-30T03:44:33,CUST-12367,WEB_PORTAL,SUBSCRIPTION,MEDIUM,OPEN,Customer asks how to change subscription plan,,
1181,2026-01-30T05:18:18,CUST-16915,MOBILE_APP,NOTIFICATIONS,HIGH,RESOLVED,Push notification was not received,Verified notification preferences.,2026-02-01T19:18:18
1182,2026-01-30T05:58:35,CUST-10811,WEB_PORTAL,UI,HIGH,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-30T08:58:35
1183,2026-01-30T06:15:45,CUST-15355,CHECKOUT,DELIVERY,HIGH,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-01T17:15:45
1184,2026-01-30T07:04:29,CUST-19235,WEB_PORTAL,NOTIFICATIONS,HIGH,OPEN,Confirmation email arrived later than expected,,
1185,2026-01-30T07:18:24,CUST-17402,WEB_PORTAL,UI,LOW,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-31T13:18:24
1186,2026-01-30T07:59:50,CUST-13130,WEB_PORTAL,NOTIFICATIONS,LOW,CLOSED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-02-02T01:59:50
1187,2026-01-30T08:47:46,CUST-19783,WEB_PORTAL,PERFORMANCE,LOW,OPEN,Dashboard loads slowly during peak hours,,
1188,2026-01-30T08:58:27,CUST-19144,WEB_PORTAL,UI,HIGH,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-31T02:58:27
1189,2026-01-30T09:01:15,CUST-14221,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,CLOSED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-02-03T01:01:15
1190,2026-01-30T09:11:59,CUST-19897,MOBILE_APP,NOTIFICATIONS,LOW,CLOSED,Push notification was not received,Verified notification preferences.,2026-02-01T17:11:59
1191,2026-01-30T10:01:13,CUST-12628,MOBILE_APP,PROFILE,MEDIUM,CLOSED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-31T19:01:13
1192,2026-01-30T10:21:00,CUST-19930,CHECKOUT,DELIVERY,MEDIUM,IN_PROGRESS,Order confirmation page shows delayed delivery estimate,,
1193,2026-01-30T10:22:15,CUST-15096,WEB_PORTAL,SEARCH,CRITICAL,CLOSED,Search results do not match expected order,Explained current sorting behavior.,2026-02-01T18:22:15
1194,2026-01-30T10:29:43,CUST-12629,ACCOUNT_SERVICE,ACCOUNT,LOW,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-31T12:29:43
1195,2026-01-30T10:35:53,CUST-11032,WEB_PORTAL,SEARCH,MEDIUM,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-01-31T17:35:53
1196,2026-01-30T11:01:38,CUST-15592,MOBILE_APP,UI,LOW,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-30T22:01:38
1197,2026-01-30T11:03:45,CUST-11024,WEB_PORTAL,NOTIFICATIONS,LOW,OPEN,Confirmation email arrived later than expected,,
1198,2026-01-30T11:08:53,CUST-14943,MOBILE_APP,PROFILE,MEDIUM,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-30T16:08:53
1199,2026-01-30T12:04:53,CUST-12438,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,IN_PROGRESS,Report export takes longer than expected,,
1200,2026-01-30T12:09:35,CUST-11392,WEB_PORTAL,PERFORMANCE,LOW,RESOLVED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-02-03T06:09:35
1201,2026-01-30T12:10:38,CUST-10316,WEB_PORTAL,UI,HIGH,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-31T10:10:38
1202,2026-01-30T13:02:53,CUST-13170,WEB_PORTAL,NOTIFICATIONS,LOW,IN_PROGRESS,Confirmation email arrived later than expected,,
1203,2026-01-30T13:38:58,CUST-12400,CHECKOUT,DELIVERY,MEDIUM,CLOSED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-01T22:38:58
1204,2026-01-30T14:00:39,CUST-13397,CHECKOUT,DELIVERY,MEDIUM,CLOSED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-03T10:00:39
1205,2026-01-30T14:07:48,CUST-19620,ACCOUNT_SERVICE,ACCOUNT,HIGH,CLOSED,User cannot update profile information,Provided profile update instructions.,2026-02-02T00:07:48
1206,2026-01-30T14:11:17,CUST-12912,MOBILE_APP,UI,MEDIUM,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-31T01:11:17
1207,2026-01-30T14:17:03,CUST-10941,WEB_PORTAL,SEARCH,HIGH,IN_PROGRESS,Search results do not match expected order,,
1208,2026-01-30T14:44:31,CUST-16094,WEB_PORTAL,PERFORMANCE,MEDIUM,CLOSED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-02-01T23:44:31
1209,2026-01-30T14:46:29,CUST-14956,MOBILE_APP,PROFILE,HIGH,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-02-02T21:46:29
1210,2026-01-30T14:50:48,CUST-12285,WEB_PORTAL,ACCOUNT,MEDIUM,CLOSED,Customer wants to change contact email,Provided account update instructions.,2026-01-31T17:50:48
1211,2026-01-30T16:16:33,CUST-18788,WEB_PORTAL,SUBSCRIPTION,LOW,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-03T13:16:33
1212,2026-01-30T17:02:36,CUST-11253,WEB_PORTAL,SUBSCRIPTION,LOW,CLOSED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-02T15:02:36
1213,2026-01-30T17:32:58,CUST-18690,MOBILE_APP,NOTIFICATIONS,MEDIUM,CLOSED,Push notification was not received,Verified notification preferences.,2026-02-03T10:32:58
1214,2026-01-30T17:45:48,CUST-16982,WEB_PORTAL,UI,MEDIUM,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-02-01T05:45:48
1215,2026-01-30T17:49:21,CUST-10833,WEB_PORTAL,ACCOUNT,MEDIUM,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-02-03T03:49:21
1216,2026-01-30T18:08:38,CUST-11863,WEB_PORTAL,SUBSCRIPTION,HIGH,OPEN,Customer asks how to change subscription plan,,
1217,2026-01-30T18:58:51,CUST-18741,WEB_PORTAL,NOTIFICATIONS,MEDIUM,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-02-03T02:58:51
1218,2026-01-30T19:02:08,CUST-13159,WEB_PORTAL,SUBSCRIPTION,MEDIUM,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-01T05:02:08
1219,2026-01-30T19:45:49,CUST-14188,WEB_PORTAL,UI,HIGH,CLOSED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-02-02T13:45:49
1220,2026-01-30T20:33:18,CUST-17369,MOBILE_APP,NOTIFICATIONS,LOW,CLOSED,Push notification was not received,Verified notification preferences.,2026-01-31T10:33:18
1221,2026-01-30T21:24:28,CUST-13669,MOBILE_APP,NOTIFICATIONS,MEDIUM,RESOLVED,Push notification was not received,Verified notification preferences.,2026-02-01T08:24:28
1222,2026-01-30T21:59:33,CUST-16822,WEB_PORTAL,UI,HIGH,IN_PROGRESS,Form validation message is unclear,,
1223,2026-01-30T22:09:47,CUST-10954,MOBILE_APP,UI,LOW,IN_PROGRESS,Settings button is difficult to find,,
1224,2026-01-30T22:29:57,CUST-18474,WEB_PORTAL,NOTIFICATIONS,CRITICAL,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-02-01T01:29:57
1225,2026-01-30T22:38:16,CUST-14249,CHECKOUT,PAYMENT,HIGH,RESOLVED,Checkout returns HTTP 504 while authorizing payment,Escalated recurring checkout timeout pattern to payments team.,2026-02-02T03:38:16
1226,2026-01-30T22:38:22,CUST-10417,WEB_PORTAL,NOTIFICATIONS,MEDIUM,IN_PROGRESS,Confirmation email arrived later than expected,,
1227,2026-01-30T23:27:04,CUST-15592,WEB_PORTAL,PERFORMANCE,LOW,RESOLVED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-02-03T21:27:04
1228,2026-01-30T23:53:44,CUST-11590,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-31T01:53:44
1229,2026-01-30T23:54:10,CUST-12844,ACCOUNT_SERVICE,PERFORMANCE,HIGH,OPEN,Report export takes longer than expected,,
1230,2026-01-31T00:01:28,CUST-14035,WEB_PORTAL,SUBSCRIPTION,HIGH,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-01-31T16:01:28
1231,2026-01-31T00:15:59,CUST-16665,ACCOUNT_SERVICE,PERFORMANCE,LOW,RESOLVED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-02-02T02:15:59
1232,2026-01-31T00:36:04,CUST-16035,MOBILE_APP,NOTIFICATIONS,HIGH,RESOLVED,Push notification was not received,Verified notification preferences.,2026-02-03T20:36:04
1233,2026-01-31T00:49:27,CUST-10045,WEB_PORTAL,SEARCH,MEDIUM,OPEN,Search results do not match expected order,,
1234,2026-01-31T01:53:51,CUST-16153,WEB_PORTAL,UI,LOW,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-02-03T17:53:51
1235,2026-01-31T02:07:16,CUST-17883,MOBILE_APP,NOTIFICATIONS,MEDIUM,RESOLVED,Push notification was not received,Verified notification preferences.,2026-02-04T02:07:16
1236,2026-01-31T02:29:21,CUST-18689,ACCOUNT_SERVICE,ACCOUNT,CRITICAL,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-02-03T07:29:21
1237,2026-01-31T02:39:34,CUST-18764,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,CLOSED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-02-03T01:39:34
1238,2026-01-31T02:53:00,CUST-17539,WEB_PORTAL,SUBSCRIPTION,HIGH,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-01T13:53:00
1239,2026-01-31T04:51:42,CUST-14530,WEB_PORTAL,UI,LOW,CLOSED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-02-01T00:51:42
1240,2026-01-31T05:00:37,CUST-12834,ACCOUNT_SERVICE,PERFORMANCE,LOW,OPEN,Report export takes longer than expected,,
1241,2026-01-31T05:06:45,CUST-19487,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-03T01:06:45
1242,2026-01-31T05:16:53,CUST-10079,MOBILE_APP,NOTIFICATIONS,HIGH,RESOLVED,Push notification was not received,Verified notification preferences.,2026-02-02T16:16:53
1243,2026-01-31T05:32:01,CUST-16628,WEB_PORTAL,SEARCH,MEDIUM,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-02-03T22:32:01
1244,2026-01-31T08:09:45,CUST-17291,ACCOUNT_SERVICE,ACCOUNT,LOW,OPEN,User cannot update profile information,,
1245,2026-01-31T08:11:50,CUST-12001,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,OPEN,User cannot update profile information,,
1246,2026-01-31T08:15:46,CUST-18312,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,RESOLVED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-02-03T05:15:46
1247,2026-01-31T08:21:32,CUST-15146,ACCOUNT_SERVICE,PERFORMANCE,HIGH,IN_PROGRESS,Report export takes longer than expected,,
1248,2026-01-31T11:22:43,CUST-13342,CHECKOUT,DELIVERY,MEDIUM,CLOSED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-03T09:22:43
1249,2026-01-31T11:38:55,CUST-10520,MOBILE_APP,NOTIFICATIONS,HIGH,CLOSED,Push notification was not received,Verified notification preferences.,2026-01-31T16:38:55
1250,2026-01-31T12:24:55,CUST-17884,ACCOUNT_SERVICE,PERFORMANCE,CRITICAL,IN_PROGRESS,Report export takes longer than expected,,
1251,2026-01-31T13:10:27,CUST-18765,WEB_PORTAL,NOTIFICATIONS,LOW,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-02-03T03:10:27
1252,2026-01-31T13:24:09,CUST-18011,MOBILE_APP,UI,LOW,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-02-02T13:24:09
1253,2026-01-31T13:56:41,CUST-15733,MOBILE_APP,NOTIFICATIONS,HIGH,RESOLVED,Push notification was not received,Verified notification preferences.,2026-02-03T17:56:41
1254,2026-01-31T14:39:50,CUST-12289,ACCOUNT_SERVICE,ACCOUNT,HIGH,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-02-01T11:39:50
1255,2026-01-31T15:58:36,CUST-14776,WEB_PORTAL,PERFORMANCE,MEDIUM,CLOSED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-02-04T01:58:36
1256,2026-01-31T16:44:04,CUST-13739,WEB_PORTAL,UI,MEDIUM,CLOSED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-02-01T21:44:04
1257,2026-01-31T16:56:03,CUST-12902,WEB_PORTAL,SEARCH,HIGH,IN_PROGRESS,Search results do not match expected order,,
1258,2026-01-31T17:23:24,CUST-11123,MOBILE_APP,UI,MEDIUM,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-02-04T07:23:24
1259,2026-01-31T17:28:57,CUST-19538,WEB_PORTAL,SUBSCRIPTION,LOW,CLOSED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-04T14:28:57
1260,2026-01-31T17:38:07,CUST-10309,WEB_PORTAL,PERFORMANCE,MEDIUM,IN_PROGRESS,Dashboard loads slowly during peak hours,,
1261,2026-01-31T17:52:13,CUST-15866,WEB_PORTAL,UI,MEDIUM,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-02-01T02:52:13
1262,2026-01-31T17:54:35,CUST-14730,MOBILE_APP,NOTIFICATIONS,LOW,CLOSED,Push notification was not received,Verified notification preferences.,2026-02-01T16:54:35
1263,2026-01-31T19:07:37,CUST-17999,CHECKOUT,DELIVERY,LOW,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-02T03:07:37
1264,2026-01-31T19:19:34,CUST-12188,WEB_PORTAL,SUBSCRIPTION,CRITICAL,CLOSED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-03T08:19:34
1265,2026-01-31T19:41:30,CUST-18911,WEB_PORTAL,ACCOUNT,MEDIUM,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-02-01T00:41:30
1266,2026-01-31T20:58:38,CUST-16231,MOBILE_APP,NOTIFICATIONS,LOW,RESOLVED,Push notification was not received,Verified notification preferences.,2026-02-01T07:58:38
1267,2026-01-31T21:31:38,CUST-16184,WEB_PORTAL,NOTIFICATIONS,MEDIUM,CLOSED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-02-01T05:31:38
1268,2026-01-31T21:40:24,CUST-13422,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-02-04T02:40:24
1269,2026-01-31T22:10:34,CUST-13500,WEB_PORTAL,PERFORMANCE,MEDIUM,OPEN,Dashboard loads slowly during peak hours,,
1270,2026-01-31T22:23:01,CUST-14697,WEB_PORTAL,SEARCH,HIGH,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-02-01T05:23:01
1271,2026-01-31T22:59:00,CUST-13251,WEB_PORTAL,ACCOUNT,MEDIUM,CLOSED,Customer wants to change contact email,Provided account update instructions.,2026-02-04T01:59:00
1272,2026-01-31T23:31:03,CUST-14166,MOBILE_APP,UI,HIGH,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-02-04T10:31:03
1273,2026-01-31T23:43:39,CUST-19901,MOBILE_APP,NOTIFICATIONS,LOW,CLOSED,Push notification was not received,Verified notification preferences.,2026-02-01T03:43:39
1274,2026-01-31T23:44:36,CUST-15420,MOBILE_APP,NOTIFICATIONS,LOW,CLOSED,Push notification was not received,Verified notification preferences.,2026-02-02T05:44:36
1275,2026-02-01T00:18:39,CUST-15572,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-02-01T09:18:39
1276,2026-02-01T00:52:45,CUST-16089,WEB_PORTAL,SUBSCRIPTION,HIGH,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-04T04:52:45
1277,2026-02-01T01:17:08,CUST-13418,WEB_PORTAL,NOTIFICATIONS,HIGH,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-02-03T21:17:08
1278,2026-02-01T02:02:54,CUST-12751,WEB_PORTAL,PERFORMANCE,MEDIUM,OPEN,Dashboard loads slowly during peak hours,,
1279,2026-02-01T02:08:03,CUST-10692,WEB_PORTAL,SEARCH,MEDIUM,CLOSED,Search results do not match expected order,Explained current sorting behavior.,2026-02-04T22:08:03
1280,2026-02-01T02:09:49,CUST-10965,CHECKOUT,DELIVERY,LOW,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-01T18:09:49
1281,2026-02-01T02:10:54,CUST-18124,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-02-02T00:10:54
1282,2026-02-01T02:15:47,CUST-18418,WEB_PORTAL,AUTHENTICATION,MEDIUM,CLOSED,User changed password and cannot authenticate afterward,Invalidated stale session and requested a fresh login.,2026-02-03T09:15:47
1283,2026-02-01T03:53:43,CUST-17502,ACCOUNT_SERVICE,PERFORMANCE,HIGH,OPEN,Report export takes longer than expected,,
1284,2026-02-01T04:39:22,CUST-15669,WEB_PORTAL,PERFORMANCE,HIGH,OPEN,Dashboard loads slowly during peak hours,,
1285,2026-02-01T04:46:12,CUST-11988,MOBILE_APP,NOTIFICATIONS,MEDIUM,IN_PROGRESS,Push notification was not received,,
1286,2026-02-01T05:22:26,CUST-18345,WEB_PORTAL,ACCOUNT,LOW,OPEN,Customer wants to change contact email,,
1287,2026-02-01T06:06:47,CUST-14886,ACCOUNT_SERVICE,PERFORMANCE,HIGH,RESOLVED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-02-02T12:06:47
1288,2026-02-01T06:11:47,CUST-17037,CHECKOUT,DELIVERY,LOW,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-03T02:11:47
1289,2026-02-01T06:57:31,CUST-15507,WEB_PORTAL,SEARCH,LOW,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-02-02T08:57:31
1290,2026-02-01T07:05:02,CUST-10334,CHECKOUT,DELIVERY,LOW,CLOSED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-04T10:05:02
1291,2026-02-01T07:13:14,CUST-13348,CHECKOUT,DELIVERY,LOW,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-01T12:13:14
1292,2026-02-01T07:45:35,CUST-10417,WEB_PORTAL,SUBSCRIPTION,MEDIUM,CLOSED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-01T17:45:35
1293,2026-02-01T09:19:21,CUST-17382,ACCOUNT_SERVICE,PERFORMANCE,HIGH,RESOLVED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-02-01T12:19:21
1294,2026-02-01T09:39:39,CUST-19740,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-02-03T07:39:39
1295,2026-02-01T10:27:16,CUST-10418,MOBILE_APP,UI,LOW,RESOLVED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-02-03T07:27:16
1296,2026-02-01T10:34:23,CUST-13933,WEB_PORTAL,SUBSCRIPTION,MEDIUM,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-05T08:34:23
1297,2026-02-01T10:59:39,CUST-14159,CHECKOUT,DELIVERY,LOW,IN_PROGRESS,Order confirmation page shows delayed delivery estimate,,
1298,2026-02-01T12:43:58,CUST-19766,WEB_PORTAL,SEARCH,MEDIUM,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-02-05T00:43:58
1299,2026-02-01T13:14:03,CUST-15492,WEB_PORTAL,UI,LOW,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-02-03T18:14:03
1300,2026-02-01T14:51:04,CUST-18050,MOBILE_APP,NOTIFICATIONS,MEDIUM,RESOLVED,Push notification was not received,Verified notification preferences.,2026-02-04T01:51:04
1301,2026-02-01T14:56:23,CUST-10700,MOBILE_APP,UI,HIGH,RESOLVED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-02-03T09:56:23
1302,2026-02-01T15:07:48,CUST-18598,MOBILE_APP,NOTIFICATIONS,MEDIUM,CLOSED,Push notification was not received,Verified notification preferences.,2026-02-05T09:07:48
1303,2026-02-01T15:12:20,CUST-19894,WEB_PORTAL,NOTIFICATIONS,MEDIUM,IN_PROGRESS,Confirmation email arrived later than expected,,
1304,2026-02-01T15:33:01,CUST-14840,WEB_PORTAL,SUBSCRIPTION,MEDIUM,CLOSED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-02T12:33:01
1305,2026-02-01T16:35:21,CUST-11970,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,IN_PROGRESS,Report export takes longer than expected,,
1306,2026-02-01T17:07:25,CUST-15714,MOBILE_APP,UI,MEDIUM,IN_PROGRESS,Settings button is difficult to find,,
1307,2026-02-01T17:34:43,CUST-12862,WEB_PORTAL,SUBSCRIPTION,LOW,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-02-03T02:34:43
1308,2026-02-01T17:35:42,CUST-16872,MOBILE_APP,PROFILE,LOW,CLOSED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-02-05T08:35:42
1309,2026-02-01T17:51:08,CUST-13247,MOBILE_APP,UI,HIGH,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-02-04T15:51:08
